id,title,director,writer,actors,score,style1,style2,style3,country,language,release_date,running_time,Introduction,img
1037,艋舺,钮承泽,钮承泽,赵又廷  阮经天  凤小岳  黄镫辉  陈汉典,7.7,剧情,动作,犯罪,中国台湾,闽南语 ,,140,蚊子（赵又廷饰）17岁那年搬到艋舺，因为一根鸡腿踏入了黑道，认识了和尚（阮经天饰）、志龙、阿伯还有白猴四个好兄弟，五人结为太子帮。太子帮秉持只识意气，不问意义的精神，凭借志龙的父亲Geta（马如龙饰）的黑道地位在学校呼风唤雨。踏入黑道就意味着要经历腥风血雨，然而和尚作为众人的守护神总能帮他们化解危机。艋舺传统的黑道秩序遭受着现代文明的威胁，外省人灰狼（钮承泽饰）要求和艋舺的老大们合作遭到拒绝。此时，和尚由于得知父辈们之间的事情对Geta心怀不满，加之文谦的怂恿而卷入一场阴谋。艋舺局势暗潮汹涌、杀机四伏，五兄弟在黑道与友情的决择中，演绎了一段关于青春的悲情故事。  导演钮承泽称《艋舺》是“生猛又华丽的青春动作片”。本片于2010年春节档在台湾上映，首周票房达6000万新台币，刷新了台湾本土电影的首周票房纪录。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1521593812.jpg
1038,古惑仔2之猛龙过江,刘伟强,许莎朗,郑伊健  陈小春  黎姿  邱淑贞  林晓峰,7.6,剧情,动作,,中国香港,粤语 ,1996,101,自从靓昆（吴镇宇饰）企图谋夺洪兴江山事败之后，陈浩南（郑伊健饰）声势日盛。在众人支持下，浩南誓要夺得铜锣湾的揸Fit人。树大招风，因此招来了同门大飞（黄秋生饰）的嫉妒，大飞亦加入了铜锣湾揸Fit人的争夺。  另一方面，山鸡（陈小春饰）与台湾教父雷公的情妇丁瑶（邱淑贞饰）有染，返港后发现雷公有意和洪兴争夺濠江赌场，并通过东星双虎涉足其中。雷公和丁瑶及三联帮众人亦来到了香港。  丁瑶暗中拉拢大飞，合谋将雷公杀害并欲嫁祸给山鸡，浩南、山鸡等人会否坠入丁瑶精心设计的圈套中？一场腥风血雨的江湖混战即将展开！,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p722782989.jpg
1039,之后,珍妮·盖奇,苏珊·麦克马丁,约瑟芬·兰福德  赫洛·费因斯-提芬  彼得·盖勒  詹妮弗·比尔斯  塞尔玛·布莱尔,6.4,剧情,爱情,,美国,英语,2019,106,由AnnaTodd所著畅销青少年小说《之后》(After)改编的同名电影选定主角，约瑟芬·兰福德(《狼溪》)饰演乖乖女泰莎，赫洛·费因斯-提芬(《哈利·波特与混血王子》)饰演神秘坏男孩哈丁·斯科特。约瑟芬是凯瑟琳·兰福德(《十三个原因》)的妹妹，赫洛是拉尔夫/约瑟夫·费因斯的外甥。  小说聚焦青少女泰莎的自我发现和性觉醒，她是一个三好学生、恭敬顺从的女儿、忠心的女友，当泰莎踏进大学校园，怀着雄心壮志开始新生活的时候，她遇见了神秘、黑暗、压抑、叛逆的哈丁，一头蓬乱的棕色头发，操着傲慢的英国口音，纹身、戴唇环，哈丁和此前泰莎认识的人都不一样，虽然他很可爱，但同时也有粗鲁甚至残忍的一面，哈丁的态度足以让泰莎憎恨她，她也确实这样做了，直到两人共处一室接吻后，泰莎心中的热情被点燃了。哈丁坚持他们不是一路人，并一次次地消失，但泰莎每次都挖掘得更深，致力于找到重重谎言下哈丁的真实面貌。  JennyGage(《青春危机》)执导，SusanMcMartin(《好汉两个半》《极品老妈》)改编剧本，下周开拍。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2543670474.jpg
1040,奇怪的她,黄东赫,申东益,沈恩京  罗文姬  朴仁焕  李阵郁  郑振永,8.3,喜剧,奇幻,,韩国,韩语,2014,124,经营咖啡店的坏脾气老奶奶吴末顺（罗文熙饰）自持有一个孝顺的教授儿子（成东日饰）而处处霸道，除了少年时期的老佣人朴老头（朴仁焕饰）真心对她好，朋友们都讨厌她，包括她的儿媳。一次儿媳住院，全家除了孙子智河（郑真英饰）不同意，别人都觉得该送奶奶去老人院。末顺奶奶失落之时想去照相馆拍张遗照，没想到这一拍竟然变成了年轻的模样。年轻的末顺改名吴斗丽（沈恩敬饰），开始了新的生活，甚至重拾了年轻时的梦想——当歌手。斗丽特立独行却受到了大家的欢迎，甚至吸引了电视台导演（李真旭饰）的倾慕，可是她的身份却面临着被揭穿的威胁，该留在20岁享受人生，还是重回正轨面对生活，末顺做出了艰难的抉择。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2162863558.jpg
1041,大灌篮,朱延平,朱延平,周杰伦  陈柏霖  陈楚河  蔡卓妍  曾志伟,5.4,喜剧,运动,,中国大陆 ,汉语普通话 ,2008,99,世杰（周杰伦饰）因为在外惹事而被功夫学校开除，他是一个弃婴，从来不曾离开过学校在外闯荡。虽然学校有着不学无术的校长、古怪的四大师叔，仍然是世杰的庇护所。在外流浪的第一晚，就因为把汽水罐扔进垃圾桶的本领被立叔（曾志伟饰）看中——立叔生活潦倒，然而鬼点子多多，他帮世杰设计了一个“打篮球寻亲”的计划，利用志杰的特长在赚钱之余也名声远扬。然而篮球队是需要队长丁伟（陈柏霖饰）许可才能进入，丁伟妹妹莉莉正是志杰暗恋的女孩，莉莉暗恋的却是中锋萧岚。世杰的天才让他轻松地进入篮球队，也让球队轻松地打进了大学篮球赛的冠军争夺赛。即将跟老对手李天——以前的战友、如今的敌手——交锋，世杰才明白丁伟的颓废不仅由于李天抢走了自己的女朋友，还在篮球场上让自己一败涂地。这不仅是一场篮球战，还是一场心理战。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p887161942.jpg
1042,海洋之歌,汤姆·摩尔,汤姆·摩尔,大卫·罗尔  布莱丹·格里森  丽莎·汉尼根  菲奥纽拉·弗拉纳根  露西·奥康奈尔,8.8,动画,奇幻,冒险,爱尔兰 ,英语 ,2016,93,在一个风景如画的海中小岛，小男孩本（大卫·罗尔DavidRawle配音）和怀有身孕的母亲布罗娜（丽莎·汉尼根LisaHannigan配音）渡过了最后一个快乐而难忘的夜晚。不久后，妹妹西尔莎（露西·奥康奈尔LucyO'Connell配音）出生，而因母亲却撒手人寰。转眼过了六年，他们的父亲康纳（布莱丹·格里森BrendanGleeson配音）始终未从丧妻之痛中走出，而充满幻想的西尔莎偶然发现妈妈留下的贝笛，结果险些溺毙大海，最终导致奶奶强制性地将两个孩子带离这座小岛。兄妹俩无法适应城市的生活，他们在街道游走的时候，意外遭遇了三个奇怪的小精灵。他们希望借助“海豹女”西尔莎的歌声回到故乡，神奇的冒险就此展开……  本片根据爱尔兰的民间传说改编。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360910487.jpg
1043,精灵鼠小弟,罗伯·明可夫,M·奈特·沙马兰,迈克尔·J·福克斯  吉娜·戴维斯  休·劳瑞  乔纳森·利普尼基  内森·连恩,7.7,喜剧,家庭,奇幻,美国 ,英语 ,2000,84,9岁的乔治这天迎来了一个弟弟——小白鼠斯图亚特。这是他爸爸妈妈从孤儿院领回来的可爱精灵，会说话，有智慧，并且很希望有自己的家。然而，乔治却不喜欢斯图亚特，不愿意和他作伴。斯图亚特为此颇为犯愁。更令它处境不妙的是，它成为了肥猫眼中的佳肴，在虎视眈眈下过着冒险的生活。  乔治参加了一个航模赛，但是他却一路遭到挫折，先是父亲没能帮他做好模型，当模型好不容易做成了，遥控器却在比赛那天被别人踩坏。在乔治每一次陷入困难的时候，正是斯图亚特机敏勇敢的出手相助，让乔治顺利过关。斯图亚特努力的付出，终于被小乔治接纳，这只小白鼠在乔治家中得到了温暖的归属。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1377980123.jpg
1044,寄生兽,山崎贵,岩明均,染谷将太  深津绘里  阿部隆史  桥本爱  东出昌大,7.4,剧情,动作,科幻,日本,日语,2016,109,在某个神秘的夜晚，可怕的孢子突然降临地球，它们钻进人类的身体，从而将其据为己有，并且将人类作为猎杀吞食的目标。高中生泉新一（染谷将太饰）也险些被孢子控制大脑，结果这个待在右手中寄生兽“小右”（阿部隆史饰）便与之展开了奇妙的共存。某天，学校里来了位新老师田宫良子（深津绘里饰），她和小右都敏锐地察觉到对方的存在。田宫将A（池内万作饰）和岛田秀雄（东出昌大饰）介绍给小右，并邀请他加入全部由寄生兽组成的网络以谋求发展。在此期间，新一和小右遭到A的伏击，而相依为命的母亲（余贵美子饰）也不慎沦为寄生兽的俘虏。为了保护最重要的人，新一只有向穷凶极恶的寄生兽展开攻击……  本片根据岩明均的同名漫画改编。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2375921261.jpg
1045,101忠狗,克莱德·杰洛尼米,比尔·皮特,罗德·泰勒  凯特·鲍尔  本·怀特  丽莎·戴维斯  贝蒂·洛乌·格尔森,8.3,喜剧,动画,家庭,美国,英语,1961,79,罗格于（BenWright配音）和阿尼塔（LisaDavis配音）夫妇饲养的大麦町狗庞哥（RodTaylor配音）与帕蒂塔（CateBauer配音）喜结良缘，共组成欢乐家庭。没过多久，帕蒂塔生育了十五只小狗。正在一家人享受小狗带来的欢乐之际，阿尼塔的女上司克鲁拉·德维尔（BettyLouGerson配音）打起了坏主意。她正在为制作一件黑白斑点的大衣而发愁，于是她派人绑走了小狗，和其他八十四只大麦町幼犬一同关在乡间的空屋里。发现孩子失踪的庞哥与帕蒂塔，通过狗吠召集全市的狗类，一同找寻自己的孩子，一场小狗救援记就此展开，庞哥与帕蒂塔能否在小狗被宰杀之前营救他们逃出呢……  《101斑点狗》是迪士尼1961年推出的第17部经典动画，取材自DodieSmith的作品。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1686398356.jpg
1046,面纱,约翰·卡兰,罗恩·内斯万尼尔,爱德华·诺顿  娜奥米·沃茨  托比·琼斯  黛安娜·里格  黄秋生,8.3,剧情,爱情,,美国 ,英语 ,2006,125,电影讲述了20年代一对年轻的英国夫妇来到中国乡村生活的故事，在这美丽却凶险的环境中，他们经历了在其英国家乡舒适生活中绝对无法想象和体验的情感波澜，并领悟到了爱与奉献的真谛。  故事以女主角吉蒂开篇，为了逃离20年代伦敦浮华却又空虚的社交圈，也为了防止自己变成一位老姑娘，吉蒂接受了沉默寡言的医生沃特·费恩的求婚。费恩在把吉蒂带到上海后，便迅速地投入到了他的细菌学研究中去。孤独的吉蒂和迷人的已婚男子查理·唐森发生了婚外情，当费恩发现时，他羞恨交加。为了报复，也为了重整自己的生活，费恩决定孤注一掷，带着吉蒂远走霍乱肆虐的偏远城镇。沃特从一尘不染的研究室走向了瘟疫流行的最前线，他慢慢地协助控制了当地的疫情。吉蒂则开始在一家由法国修女住持的修道院兼医院中做义工，并逐渐找回了生活的勇气和意义。沃特和吉蒂终于可以互相敞开心扉，但就在他们日渐亲密的同时，沃特染上了霍乱。沃特的生死决定了他们新近迸发出来的激情能否转化为永恒的爱情……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2562672848.jpg
1047,星球大战8：最后的绝地武士,莱恩·约翰逊,莱恩·约翰逊,马克·哈米尔  凯丽·费雪  黛西·雷德利  亚当·德赖弗  约翰·博耶加,7.1,动作,科幻,冒险,美国,英语,2018,152,邪恶的斯努克所率领的第一秩序正以前所未有的破坏力扫荡抵抗者组织最后的力量。几经辗转，蕾伊（黛西·雷德利DaisyRidley饰）终于在银河一隅找到隐居的卢克·天行者（马克·哈米尔MarkHamill饰），与此同时她自身的力量也正慢慢苏醒。遭到重创的抵抗者命悬一线，为了摆脱第一秩序的追杀，芬恩（约翰·博耶加JohnBoyega饰）和萝丝（凯莉·玛丽·陈KellyMarieTran饰）逃出主舰，试图找到能令他们起死回生的人物，而好逞英雄的波（奥斯卡·伊萨克OscarIsaac饰）则留下来见证着抵抗者最为危机和绝望的时刻。  另一方面，凯洛·伦（亚当·德赖弗AdamDriver饰）和蕾伊的精神世界意外连通，他终将和自己的恩师卢克迎来决算的时刻……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506694509.jpg
1048,奔跑吧！兄弟,胡笳,胡笳,杨颖  王宝强  李晨  陈赫  郑恺,3.4,喜剧,,,中国大陆,汉语普通话,2015,88,有这样一个传说，很久很久以前，雨林在孔雀公主的庇护下，生活着虎人和鹿人两个部落，直到某天黑虎挑起战争。惨烈的搏杀过后，虎人落败，黑虎死亡，但他的仇恨却穿越时空来到了21世纪。新年伊始，脱胎自韩国《RunningMan》的大型综艺竞技娱乐节目、并由浙江卫视节目中心和韩国SBS电视台联合制作的《奔跑吧兄弟》创下了超高收视率，此番节目组》向忙着各自事业的团员们发出召集令，熊黛林、王宝强、杨颖、谢依霖、李晨、郑恺、王祖蓝在导游伊一的带领下集结三亚。但是这是一次极为凶险的旅程，跑男团的背叛者隐藏其中，相机而动，时刻准备将所有人的快乐摧毁无形……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2224568933.jpg
1049,我的父亲母亲,张艺谋,鲍十,章子怡  郑昊  孙红雷  李滨  嵇波,8.1,剧情,爱情,,中国大陆,汉语普通话,1999,89,一个男子（孙红雷饰）得知父亲去世的消息后回到家乡，年迈的母亲说起和父亲的往事。  30多年前，城市青年骆长余（郑昊饰）从师范学校毕业后自愿来到了三合屯当小学教师，方圆十几里出了名的美人招娣（章子怡饰）暗自喜欢上了他，从此少女的心便不再安宁。由于学校还未盖好，村里人给建学校的人送“公饭”，招娣换着样儿做好饭菜，特意用一个青瓷碗盛好送去，满心希望教师能吃上她做的饭菜。后来骆长余终于知道了青瓷碗，明白了姑娘的心事，二人由此迸出了爱情的火花。  学校建好了，听到教室里的念书声，招娣觉得那是有生以来最好听的声音。到后来，村里已经没有人再听了，只有招娣还听，一听就是四十多年……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p871456694.jpg
1050,保持通话,陈木胜,袁锦麟,古天乐  徐熙媛  张家辉  刘烨  樊少皇,6.7,动作,,,中国香港 ,粤语 ,2008,110,改编自好莱坞电影《驳命来电》(Cellular)。  这天和平日一样，身为工程师的单身妈妈Grace（徐熙媛饰）拼命工作几乎通宵，次日送女儿婷婷上学。途中被霍德能（刘烨饰）故意猛撞车身，Grace当场昏迷，醒来后发现已置身于一个密闭的货柜内。昏迷时她看见霍德能对她家大肆搜索并且杀害女佣，醒来后更被追问东西藏在何处。一无所知的Grace毫无办法，在悍匪离开后竭力地把一台损毁的电话接线，拨出给财务公司的阿邦（古天乐饰）。  阿邦面对Grace的苦苦哀求，随手把手机给交警辉Sir（张家辉饰），由于听不清Grace的说话，辉警告阿邦别再胡闹。阿邦听到手机内枪声后意识到事态严重，决定帮助Grace。  眼下第一件事就是拦截悍匪，他们正在前往学校企图带走婷婷以作威胁。悍匪第二个目标是找到Grace弟弟，他们相信他们的犯罪证据就在她弟弟手上。一路上阿邦被误认为劫匪，被警察追逐，陷入困局的他惊讶地发现霍德能一行人竟然是国际刑警，他只有凭着保持通话独力营救，辉Sir的出现也让事情有了一丝转机。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p505145746.jpg
1051,愤怒的小鸟2,图鲁普·范·奥尔曼,彼得·阿克曼,杰森·苏戴奇斯  比尔·哈德尔  乔什·加德  丹尼·麦克布莱德  彼特·丁拉基,7.1,喜剧,动画,冒险,芬兰 ,英语,2019,96,十年“欢喜冤家”猪鸟依旧如往常一样“互相拆台”。然而，“不速之客”发射冰球袭击了小鸟岛和猪猪岛，令双方不得不放下芥蒂，小鸟岛昔日英雄胖红联合小鸟伙伴们与曾经的对手“捣蛋猪”雷纳德一行组建了临时联盟，他们将前往全新冰封岛屿上阻止神秘反派的灭世计划。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565068596.jpg
1052,孔雀,顾长卫,李樯,张静初  冯瓅  吕聿来  黄梅莹  刘冠成,8,剧情,家庭,,中国大陆,汉语普通话 ,2005,136,上世纪七八十年代的河南古城安阳，某个五口之家的姐姐（张静初）、哥哥（冯瓅）和弟弟（吕玉来）在社会剧烈转型时期，踏上不同的人生之路。  姐姐二十出头，虽看起来清瘦文静，内心却刚烈执拗，为实现梦想可以将自己豁出，无奈现实无情，经过多次挫败后她学会听天由命；哥哥二十三四岁，因小时得病落下轻微脑疾，父母对他的关爱皆多一层，经人介绍与精明的跛脚姑娘结婚后，他过上自己很满意的日子；弟弟十七八岁，敏感、忧郁，内心世界过于丰富，因为某件事被父亲赶出家门后，开始在外面找寻属于自己的生活，然而所获只是时间将其改造得面目全非。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p672727540.jpg
1053,金枝玉叶,陈可辛,阮世生,袁咏仪  张国荣  刘嘉玲  陈小春  曾志伟,8.3,喜剧,爱情,同性,中国香港,粤语,1994,107,著名音乐人顾家明（张国荣饰）精心栽培了最受欢迎女歌星玫瑰（刘嘉玲饰）。两人男才女貌，是十分相配的一对。他们的忠实fans林子颖（袁咏仪饰）误打误撞成为了唱片公司的男新人，众人都没有发现其实林子颖是女扮男装的。子颖生活在偶像的圈子中才发现这对金童玉女正面临感情的考验。子颖的纯真同时吸引住了家明与玫瑰的眼球，分别对子颖产生了爱意。一段复杂的三角关系，引出不少笑料。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2167118411.jpg
1054,雪人奇缘,吉尔·卡尔顿,吉尔·卡尔顿,汪可盈  阿尔伯特·蔡  艾迪·伊扎德  莎拉·保罗森  丹增·诺盖·特雷纳,7.3,喜剧,动画,冒险,美国 ,英语,2019,97,珠穆朗玛峰的雪人是传说吗？不是！不仅不是传说，它还拥有令人着迷的魔力！少女小艺在天台上目睹了雪人大毛即将被抓的惨况，决定亲自护送大毛回家，她的小伙伴阿俊和鹏鹏也加入了护送队伍。一路上冒险小分队路经了千岛湖、黄山、乐山大佛等著名的中国景点，雪人大毛为了躲避抓捕者，也逐一展现了自己神奇的魔力。巨大化的蒲公英，一秒变大的蓝莓，油菜花海浪，还有什么是雪人大毛的魔力做不到的？而抓捕者也早已在他们的目的地珠峰等待着冒险小分队步入早已设好的圈套…,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567925521.jpg
1055,星运里的错,约什·布恩,斯科特·纽斯塔德,谢琳·伍德蕾  安塞尔·艾尔高特  纳特·沃尔夫  劳拉·邓恩  山姆·特拉梅尔,7.9,剧情,爱情,,美国,英语,2014,126,海泽尔（谢琳·伍德蕾ShaileneWoodley饰）是一名十六岁的美丽少女，正处在黄金年代的她本该和其他同龄人一样尽情享受生命和青春带来的快乐与希望，但无情的病魔找上了海泽尔，她是一名肺癌患者。  尽管最近病情有所好转，但海泽尔的心情却并没有因此而轻松半分，癌症随时可能复发的阴影和无法中断的治疗如影随形，让海泽尔对生命几乎失去了所有的热情和希望。一次偶然中，海泽尔在癌友互助会中结识了名叫奥古斯都（安塞尔·埃尔格特AnselElgort饰）的英俊男孩，他所患的是骨癌。两个境遇相似的年轻人很快就越走越近，他们在一起，探索着上帝留给他们的小小的一片世界，海泽尔也因此看到了未来和希望。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2197680919.jpg
1056,一个人的武林,陈德森,刘浩良,甄子丹  王宝强  杨采妮  白冰  方中信,6.4,动作,惊悚,,中国大陆 ,汉语普通话 ,2014,100,孔武有力的夏侯武（甄子丹饰）曾是佛山武馆合一门的弟子，当年他争强好胜，在香港担任教官时与他人比武，结果失手将对方打死最终锒铛入狱。三年后的某天，闹市街头发生一宗离奇车祸，死者似乎在车祸前就被武功高强之人残忍杀害。夏侯武在狱中看到该新闻，心知在此背后有一场针对武林中人的猎杀正有条不紊地展开。他强烈要求面见重案组总督察陆玄心（杨采妮饰），由于言中接下来命案的遇害者，终于取得陆督察的信任，得以协助警方办案。与此同时，先天残疾却练得一身绝技的封于修（王宝强饰）四处挑战隐于闹市的高手，更在获胜后将他们无情杀害。  武林波涛汹涌，夏侯武和封于修迎来对决的终极时刻……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206992257.jpg
1057,孤胆特工,李桢凡,李桢凡,元斌  金赛纶  坦纳永·王特拉库  金太勋  金熙元,8.2,剧情,动作,惊悚,韩国,韩语,2011,119,住在小女孩小米（金赛纶饰）隔壁的当铺大叔（元斌饰）除过生意之外和邻居们从不来往，颓废的造型以及沉默的性格让人们对于他的身份有诸多怀疑。天真的小米从不理会这些传言，时常造访这位神秘邻居竟然使他俩慢慢的成为朋友。小米的妈妈牵连到黑帮的毒品抢夺之中，最终使自己和小米陷入危险之中。目睹小米和妈妈被人绑架的当铺大叔为了救出小米和妈妈，开始和黑道展开斗争。此时，警方也在着手调查这起案件，当铺大叔元泰锡的真正身份慢慢浮出水面。被摘除所有值钱器官的小米妈妈的尸体在一辆汽车的后备箱里被发现，但是，和她一起失踪的小米却依然下落不明……  《旅行者》中扮演“真希”的小罗莉金赛纶和换上颓废造型的“花样美男”元斌一起演绎的韩版《这个杀手不太冷》，成为2010年韩国最卖座的电影。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1187020899.jpg
1058,全城热恋,夏永康,陈国辉,张学友  刘若英  谢霆锋  徐熙媛  吴彦祖,6.3,喜剧,爱情,,中国香港 ,汉语普通话 ,2010,93,本片讲述了6段烈日中的爱情故事：香港的中年司机（张学友饰）因故结识了深圳的洗脚妹（刘若英饰），两人日久生情；深圳，Wasabi（徐若瑄饰）一直苦等酱油师傅（吴彦祖饰）对爱的回应，但对方却心怀苦衷；香港，海滩卖遮阳伞的大叔（刘家辉饰）推销笑话，但内心始终牵挂着亡妻；深圳，修理工阿威（谢霆锋饰）邂逅了飞车女（徐熙媛饰）碰撞出了火花；北京摄影师（段奕宏饰）对模特的表现不满，后者负气离去，而他却突然失明，在助手（付辛博饰）的陪伴下，他们追到深圳，各怀心事；20年前的镇江，乡下男孩（井柏然饰）爱慕纺织女工（Angelababy饰），并接受了在烈日下苦等100天的爱情誓约……  本片由众多位明星联袂出演，其中不乏张曼玉、阿Sa、余文乐、容祖儿等友情客串。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p485353992.jpg
1059,星球大战前传1：幽灵的威胁,乔治·卢卡斯,乔治·卢卡斯,连姆·尼森  伊万·麦克格雷格  娜塔莉·波特曼  杰克·洛伊德  伊恩·麦克迪阿梅德,8.2,动作,科幻,冒险,美国,英语,1999,136,作为星球大战前传系列的首部曲，这部电影诞生了一个重要的人物：阿纳金（杰克·洛伊德JakeLloyd.饰）。银河国会会议上出现了利益争执，纳布星的女王阿米达拉（娜塔丽·波特曼NataliePortman饰）被贸易联盟绑架并威胁签署新的贸易协议。绝地武士奎刚（连姆·尼森LiamNeeson饰）及徒弟欧比-旺?肯诺比（伊万·麦克格雷格EwanMcGregor饰）受命前去解决纠纷，维护和平。他们的飞船在塔图因星意外降落的时候遇到了阿纳金并且带走了他。  在奇异天才少年阿纳金等人的帮助下，奎刚及欧比-旺与贸易联盟的机器人部队和西斯武士展开了决斗.....,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2308392633.jpg
1060,九条命,巴里·索南菲尔德,丹尼尔·安东尼亚兹,凯文·史派西  詹妮弗·加纳  玛丽娜·维丝曼  克里斯托弗·沃肯  泰迪·西尔斯,6.9,喜剧,家庭,奇幻,法国 ,英语,2016,87,商业精英的汤姆·布兰德（凯文·史派西KevinSpacey饰）是彻头彻尾的工作狂，却时常忽视家庭与亲情。女儿丽贝卡（玛丽娜·维丝曼MalinaWeissman饰）生日这一天，因公迟到的他匆忙赶去宠物店，为女儿买了一只她喜欢的喵星人，却被宠物店老板（克里斯托弗·沃肯ChristopherWalken饰）用魔法将他的躯体困在一只宠物猫体内。被困于宠物猫的汤姆大声呼救，然而这对于听不懂猫语的人类只是“喵喵”的叫声。这时沃肯出现在它的笼前，告知它自己是“猫语者”，但沃肯此次并非来救他，只是让他思考自己被变成猫的原因。绝望的史派西惊呼“我讨厌猫”，却得知猫的生命很短暂，很有可能一辈子被困在这里，而回归原型的条件则是要做回一个称职的老公和父亲。随后便发生了一系列令人啼笑皆非的故事。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2378310691.jpg
1061,多力特的奇幻冒险,斯蒂芬·加汉,斯蒂芬·加汉,小罗伯特·唐尼  汤姆·赫兰德  拉米·马雷克  麦克·辛  杰西·巴克利,5.6,喜剧,奇幻,冒险,美国 ,英语 ,2020,101,失去妻子后的7年中，约翰·杜立德医生把自己关在庄园里与动物相伴。当时年轻的女王身患重病，杜立德医生不情愿出门冒险，前往神秘的岛屿寻找治疗方法，这让他重获勇气和智慧，因为他击败了老对手，还发现了奇妙的新生物。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2580751143.jpg
1062,蓝白红三部曲之白,克日什托夫·基耶斯洛夫斯基,克日什托夫·基耶斯洛夫斯基,泽比纽·扎马洲斯基  朱莉·德尔佩  扬努斯·加约斯  耶日·斯图尔  亚历山大·巴尔迪尼,8.4,剧情,喜剧,爱情,法国 ,法语 ,1994,91,卡罗尔（泽比纽·扎马洲斯基ZbigniewZamachowski饰）藏在妻子多明尼（朱丽·德尔比JulieDelpy饰）的行李箱中，从波兰偷渡到了法国。天堂般的生活并没有如愿展开，换来的是卡罗尔心中巨大的生活压力。他甚至失去了性能力，被多明尼赶出家门。带着妻子有了外遇的惨痛心情，还有一张美发师证书。卡罗尔决心回到波兰经营事业，再卷土重来。  历尽波折的卡罗尔终于回到自己的国土。他积极上进，忙于谋生，竟在房地产生意中打了漂亮的翻身仗，一举成为百万富翁。此时的他，以为可以让多明尼回到身边，然而妻子的拒绝却令他的自尊大为受伤。于是，卡罗尔决定用一场阴险的计谋，狠狠给妻子一个报复。然而当卡罗尔得逞后，他又能换来什么呢？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1604838524.jpg
1063,我和厄尔以及将死的女孩,阿方索·戈麦斯-雷洪,杰西·安德鲁斯,托马斯·曼  奥利维亚·库克  RJ·赛勒  尼克·奥弗曼  莫莉·香侬,8.2,剧情,喜剧,,美国,英语,2015,105,高中生格雷戈（托马斯·曼ThomasMann饰）性格善良却有点孤僻，他唯一的爱好是与死党厄尔（RJ·赛勒RJCyler饰）拍摄短片，改编他们喜爱经典电影，自娱自乐。有一天，格雷戈结识了身患白血病的女孩蕾切尔（奥利维亚·库克OliviaCooke饰），乐观开朗的蕾切尔改变了格雷戈原有的世界，两人十分谈得来，格雷戈逐渐对蕾切尔萌生爱意，却不好意思说出口。就在此时，蕾切尔的病情加重，格雷戈意识到自己必须有所行动……  本片改编自杰西·安德鲁斯的同名小说，影片剧本曾被誉为2012年的剧本黑名单。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2263553175.jpg
1064,哆啦A梦：大雄的月球探险记,八锹新之介,藤子·F·不二雄,水田山葵  大原惠美  嘉数由美  木村昴  关智一,7.3,剧情,动画,,日本,日语,2019,111,月球探测器在月亮上捕捉到了白影，大雄认为这道白影是月亮上的兔子，惹来了大家的耻笑，于是哆啦A梦为了帮助大雄，利用道具“异说俱乐部徽章”，在月球背面制造了一个兔子王国。一天，神秘少年露卡转学而来，与大雄和伙伴们一同前往月亮上的月兔王国展开了一场别开生面的浪漫想象力之旅。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2557500825.jpg
