id,title,director,writer,actors,score,style1,style2,style3,country,language,release_date,running_time,Introduction,img
3591,炮友,威尔·古勒,Keith Merryman,贾斯汀·汀布莱克  米拉·库尼斯  艾玛·斯通  伍迪·哈里森  安迪·萨姆伯格,6.6,喜剧,爱情,,美国,英语,2011,109,杰米（米拉?库妮丝MilaKunis饰）是一位在纽约供职的猎头，为了将身在洛杉矶的迪伦（贾斯汀?汀布莱克JustinTimberlake饰）挖角到纽约，她提供的不仅是丰厚薪资，还给了这位初来乍到者真挚的友情，带着他领略了纽约的美好夜晚。“挖角”成功了，两人成了最好的朋友，也难免受到对方吸引。此时恰逢迪伦与前任分手，而曾经受过情伤的杰米也不想进入一段正式关系，于是两人商定只谈性不谈爱。在迪伦的鼓励下，杰米在公园搭讪到令她动心的人——医生帕克（布赖恩?加连保格BryanGreenberg饰），可是很快发现对方只是想把她搞上床，令她再度受伤。为了帮杰米走出阴霾，迪伦带杰米回到自己家乡，两人隐隐意识到对彼此的感情，却在这当口发生一场误会。唯有失去才会懂得珍惜，迪伦在杰米心灰意冷独自回纽约后，明白自己已经深深爱上她，而她却仿佛在他生活中消失了，迪伦不知该怎样迈出挽回杰米的那一步……  在第38届美国人民选择奖上，本片被提名最佳喜剧电影和最佳喜剧女演员（米拉?库妮丝）,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1297811248.jpg
3592,格林兄弟,特瑞·吉列姆,伊伦·克鲁格,马特·达蒙  希斯·莱杰  莫妮卡·贝鲁奇  彼得·斯特曼  罗杰·阿什顿-格里菲斯,6.6,喜剧,动作,悬疑,美国 ,英语 ,2005,118,威尔·格林（马特·达蒙MattDamon饰）和杰克·格林（希斯·莱杰HeathLedger饰）是一对游手好闲、靠诈骗为生的骗子。他们经常在不同地方雇人扮演妖魔鬼怪进行大肆的破坏，然后自己以驱魔人的身份出现“消灭”妖怪，以此来骗取村民们的报酬。由于这样的手法屡屡得逞，格林兄弟驱魔人的名声越来越大，甚至被法国国王召见，邀请他们前往被诅咒的森林里面揭开失踪少女之谜。这下，格林兄弟只得硬着头皮前往魔法森林。在森林里，灰姑娘、小红帽这些原本童话里面的人物悉数登场……最后，他们发现原来是因为女魔头镜子皇后（莫妮卡·贝鲁奇MonicaBellucci饰）为了保持青春，必须杀死年轻的女性，并用她们的血肉来回复青春。于是，格林兄弟与女魔头的世纪大战就此拉开……他们能否获得童话般的美好结局呢？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457109215.jpg
3593,苏乞儿,袁和平,徐达初,甄子丹  王珏  陈淑兰  吴孟达  袁洁莹,6.5,剧情,动作,武侠,中国香港,粤语,,115,鸦片战争前夕，大侠黄飞鸿（王珏饰）协助钦差大人林则徐（鲍方饰）查禁鸦片。十二贝勒（熊欣欣饰）勾结烟商决定亲自来广州对付黄林二人。广东富商苏仁（吴孟达饰）的儿子苏灿（甄子丹饰）武功了得，苏灿的女友戴懿德（袁洁莹饰）刚从国外回国，遭到火莲教袭击，苏灿为救女友用巨型炮仗炸毁了太平鼓还伤及了无辜。黄飞鸿得知此事后找到苏灿理论，苏灿对黄不满矛盾由此而生。十二贝勒知道两人不和趁机挑拨，想利用苏灿对付黄飞鸿。暗恋苏仁的小姨峭牙珍（陈淑兰饰）因为误会率领众人去破坏戴懿德的妇女会，与此同时戴发现了十二贝勒的阴谋，但反被十二贝勒抓住，苏灿为救戴被十二贝勒擒住，还让苏灿染上了毒瘾。受到挑拨之后的苏灿前去行刺林则徐，与黄飞鸿发生打斗，戴懿德终于出现说明了真相，苏灿懊悔不已一蹶不振。幸亏老乞丐（关海山饰）出现帮助苏灿戒毒成功，在千军一发之际苏灿出现帮助黄飞鸿制服了十二贝勒。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2522114180.jpg
3594,我的冤家是条狗,曼迪·弗莱彻,凡妮莎·戴维斯,比蒂·埃德蒙森  艾德·斯克林  米兰卡·布鲁克斯  杰玛·琼斯  切瑞·朗吉,6.4,喜剧,家庭,,英国,英语,2018,95,一事无成的大龄女青年莎拉意外继承了外婆的宠物犬“八哥”。这让她原本就一团乱麻的生活更加雪上加霜。当这位四条腿的不速之客不断地制造麻烦时，五短身材又臭脾气的它，也给莎拉的生活带来了阳光和转机。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2537054509.jpg
3595,死亡飞车2,罗伊·雷内,保罗·安德森,鲁克·高斯  劳伦·科汉  肖恩·宾  文·瑞姆斯  塔尼特·菲尼克斯,6.3,动作,科幻,惊悚,南非 ,英语,2010,100,影片是08年《死亡飞车》的前传。  后工业时代，各种大型私人城市监狱被建造起来，其中最臭名远扬的就是“绝命岛”监狱。有“条子杀手”称号的卡尔（鲁克·高斯LukeGoss饰）被押往这里，接受无期徒刑。一心要在电视领域闯出天下的女典狱长琼斯（劳伦·科汉LaurenCohan饰）掌权时期。政府将监狱的运行权交给了蔚蓝公司。在蔚蓝眼中牢房在新时代的商业运作体系下一样是有利可图的。这帮囚犯对于他们来说正是绝好的真人玩命体育比赛的选手，将他们你打我杀的画面转播出去一定大受欢迎。而蔚蓝公司精心设计的比赛项目就是“死亡飞车”。卡尔成了一名赛车手，为了自由不惜与众多监狱人员搏命，为自由而奋战着，却不知自己正走上一条传奇之路。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1499960409.jpg
3596,2018江苏卫视跨年演唱会,张玲燕,,李宗盛  赵丽颖  吴亦凡  潘玮柏  刘涛,6.3,音乐,歌舞,真人秀,中国大陆,汉语普通话,2017,260,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2509263217.jpg
3597,惊魂鬼屋,斯科特·贝克,斯科特·贝克,凯蒂·史蒂文斯  威尔·布里顿  劳瑞·爱丽莎·麦克莱恩  安德鲁·卡德威尔,6.2,惊悚,恐怖,,美国,英语,2019,92,一群好友決定在萬聖節的夜晚前往郊外的鬼屋景點試膽，鬼屋內的工作人員不僅舉止怪異，而且全戴著陰森駭人的面具，隨著他們漸漸深入鬼屋內部，屋裡各種凶險的殺人機關也開始啟動，原本看似無傷大雅的嚇人把戲也變得越來越真實…,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2565135300.jpg
3598,史前一万年,罗兰·艾默里奇,哈洛德·克卢瑟,史蒂文·斯崔特  卡米拉·贝勒  蒂姆·巴洛  马克·可汗  克利夫·柯蒂斯,5.9,剧情,奇幻,冒险,美国,英语,2008,109,史前一万年的世界，神秘而幽远。在终年为白雪覆盖的大白山上，生活着以打猎为生的亚高族。他们擅长捕猎猛犸象，然而随着猛犸象越来越少，亚高族也逐渐走向末路。具有预知能力的老妈妈临死前做出预言：亚高族将面临四脚恶魔的入侵，届时族人将迎来最后一次狩猎，在此之后一位伟大的战士就会出现，并迎娶躲避战乱来到部落的蓝眼睛小女孩伊芙乐（CamillaBelle饰）为妻，最终带领亚高族远离饥饿。  族人们对此深信不疑，耐心等待决定命运的时刻的到来。男孩达雷（StevenStrait饰）和卡恩（MoZinal饰）对伊芙乐都心存爱慕。某日，消失十多年的猛犸象群重新回到大白山，达雷阴差阳错杀死一头猛犸象，赢得了女孩的心。不久，野蛮的外族入侵，虏走了美丽的伊芙乐。为了找回爱人，达雷和伙伴们踏上了充满艰险的旅途……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220872972.jpg
3599,致命弯道6：终极审判,瓦列·米利夫,弗兰克·H·伍德沃德,安东尼·伊洛特  克里斯·贾维斯  阿奎拉·佐尔  莎蒂·卡茨  Rollo Skinner,5.1,惊悚,恐怖,,美国,英语,2014,90,一文不名的青年丹尼（AnthonyIlott饰）偶然得知他在偏远的西佛尼亚州山村还有亲戚的消息，于是在一个阳光明媚的日子里，丹尼带着女友托妮（AqueelaZoll饰）以及维克（RolloSkinner饰）吉莉安（RoxannePallett饰）、罗德（BillyAshworth饰）等朋友来到了幽静而神秘的霍布温泉庄园。该庄园建于20世纪初，虽然老旧却不失典雅庄严。号称丹尼表兄妹的杰克森（ChrisJarvis饰）和萨莉（SadieKatz饰）殷勤接待了一行人。快乐无忧的年轻人们纵情玩耍，口无遮拦，却不知晓这里隐藏着怎样可怕而惊人的秘密。  对丹尼来说，原本是继承家产的愉快旅程，而今变成了遭受可怕恶魔猎杀的狩猎游戏……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2208051643.jpg
3600,我的邻居山田君,高畑勋,高畑勋,朝丘雪路  益冈彻  矢野显子  宇野直美,8.8,喜剧,动画,家庭,日本,日语,1999,104,住在山野市的山田家共有五口人：一家之主山田隆年届不惑，是一间小公司杂物课的职员。他有些大男子主义，经常为了些琐事和老婆吵吵闹闹，却又被丈母娘压得抬不起头来；阿隆的妻子松子和丈夫同岁，是个全职的家庭主妇，每天忙忙碌碌，照顾一大家子人的饮食起居，却又迷迷糊糊，经常丢三落四；松子的母亲年近古稀，然而精神矍铄，这位老人家一向特立独行，讲话毒辣，连暴走组也全不畏惧；长子阿升是个长相和学习都平平的中学生，他继承了母亲迷糊的性格，生活中乐事不断；小女儿野野子还是个小学三年级学生，瘦瘦小小的她碰上一群脑瓜秀逗的家人，经常成为被遗忘的对象。  就是这样一个平凡的山田家，每日里上演着妙趣横生、欢乐无穷的精彩生活秀。  本片根据石井壽一（いしいひさいち）四格漫画《ホーホケキョとなりの山田くん》改编。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p462372509.jpg
3601,葬礼上的死亡,弗兰克·奥兹,迪恩·克雷格,马修·麦克费登  凯莉·霍威  安迪·尼曼  艾文·布莱纳  黛西·唐洛范,8.1,喜剧,,,英国 ,英语,2007,90,丹尼尔（马修·麦克费登MatthewMacfadyen饰）是个久不得志的作家，而且一直生活在名作家哥哥罗伯特（拉珀特·格雷夫斯RupertGraves饰）的阴影之下。默默担负赡养父母义务的他这次主办父亲的葬礼，却同样被哥哥喧宾夺主。  本来严肃而又神圣的葬礼更是被堂姐的未婚夫，错食了迷幻药的可怜虫西蒙（艾伦·图代克AlanTudyk饰），搅得一团糟。然而更大的危机在后面，一个神秘的侏儒男子（彼特·丁拉基PeterDinklage饰）现身了，带着毁坏父亲所有声名的证据对丹尼尔进行敲诈。原来丹尼尔的父亲是同性恋，这个秘密眼看就要在他死后被揭开。  在一团混乱中，葬礼断断续续的进行着。戏剧化的悲伤和幽默悄然向我们揭示葬礼的意义——带着挚爱的心情缅怀死者，也让生者将不如意的过去埋葬在葬礼上。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501057857.jpg
3602,学校风云,林岭东,南燕,袁洁莹  张耀扬  刘松仁  林正英  郑雷,8,剧情,动作,惊悚,中国香港,粤语,1988,105,中五在读的朱婉芳（袁洁莹饰）与郭小珍（李丽蕊饰）本是一对儿普通的中学女生，直至帮派分子刀疤试图接近朱婉芳，在校门口殴打一名不良学生致其意外身亡。警官海哥（林正英饰）要求朱婉芳出面作证，虽然刀疤之大哥潇洒（张耀扬饰）恶语威胁，但朱婉芳有感温老师（刘松仁饰）与海哥的正气，终于指认嫌凶。潇洒大为光火将朱婉芳掳走勒索，温老师在众目睽睽之下却无力保护自己的学生。为偿还欠款，朱婉芳与郭小珍打工度日，刀疤从旁默默相助终于令婉芳留意他温柔的一面。不久郭小珍发现男友佐治背叛，伤心欲绝之际遭车祸身亡，朱婉芳的世界，突然间分崩离析……  本片是林岭东风云三部曲的最后一部，剧本仍由其兄林岭南（南燕）操刀。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2190608234.jpg
3603,野马,蒂尼斯·艾葛温,蒂尼斯·艾葛温,艾贝尔克·佩克詹  布拉克·伊依特  艾丽特·伊斯詹  古内丝·森索伊  多嘉·泽伊内普·多古斯鲁,7.9,剧情,,,土耳其 ,土耳其语,2015,97,初夏，在土耳其北部的一个村庄里，拉蕾和她的四个姐妹走在放学回家的路上，和男孩子们天真烂漫地打闹。然而这种行为却被当成了一桩不检点的丑闻，引发可怕的后果。家庭生活变成监狱，从此告别学校，而是为结婚做准备。五个姐妹都同样向往着自由，她们找到了一种突破这囚牢的方式。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2243553554.jpg
3604,法国中尉的女人,卡雷尔·赖兹,约翰·福尔斯,梅丽尔·斯特里普  杰瑞米·艾恩斯  希尔顿·麦克雷  埃米莉·摩根  夏洛特·米切尔,7.9,剧情,爱情,,英国,英语,,124,维多利亚时代的英国小镇莱姆，年轻的绅士查尔斯（杰里米艾恩斯JeremyIrons饰）在海边的悬崖上邂逅了一个神秘黑衣女子（梅丽尔斯特里普MerylStreep饰）。听当地人说，黑衣女子名叫萨拉，因为曾与一名法国中尉有染，所以遭众人非议，被称为“法国中尉的女人”。不过，查尔斯却对这位遗世独立的女人颇感兴趣，尽管他已经有了一个贤淑的未婚妻，并拟定了婚期，但他还是抑制不住萨拉的诱惑。两个人在几次试探后，终于开始幽会。萨拉对查尔斯讲述了她的遭遇和经历，但这一幕却被他人窥视，于是偷偷摸摸的私情面临公诸于众的危机……  无独有偶，这段故事被改编成了同名电影，女主角萨拉的扮演者安娜与男主角查尔斯的扮演者迈克，也给戏中人一样，保持着若即若离的情人关系，只是结局却出人意料……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1189962412.jpg
3605,终极斗士3：赎罪,艾萨克·佛罗伦汀,大卫·N·怀特,马克·扎罗  马克·伊瓦涅  斯科特·阿金斯  弗农·多布切夫  拉蒂夫·克劳德,7.8,剧情,动作,犯罪,美国,英语 ,2010,96,犯人战士尤里?伯伊卡（ScottAdkins饰）在上一集中膝盖受重伤，失去了搏击能力，只能在监狱中清理卫生，昔日的荣耀和战斗已离他远去，而监狱方面又驳回了他的假释要求，从不曾甘心失去自由的伯伊卡，将希望寄托在国际犯人格斗大赛上，因为大赛最终的冠军将获得自由。经过严酷的恢复性训练，伯伊卡战胜并取代了嘎卡（MarkIvanir饰）手下的参赛选手，两人再一次合作，前往格鲁吉亚境内的葛贡监狱，伯伊卡在那里将同世界各地的其他七名犯人战士，角逐出唯一的犯人格斗之王。  参赛选手中，美国的特伯（MichaelShannonJenkins饰）和哥伦比亚的“杀人狂”各具实力，伯伊卡为了自由必须战胜他们，然而他很快发现，真正的敌人并不是搏击场中的对手……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1418305969.jpg
